Soil,State,District,Season,water,crop
loam soil,Tamil Nadu,PUDUKKOTTAI,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,PUDUKKOTTAI,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,PUDUKKOTTAI,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,PUDUKKOTTAI,Whole Year,medium,Small millets
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,high,Maize
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,low,Ragi
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,low,Urad
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,medium,Jowar
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,medium,Pulses total
loam soil,Tamil Nadu,RAMANATHAPURAM,Kharif,medium,Small millets
loam soil,Tamil Nadu,RAMANATHAPURAM,Rabi,high,Maize
loam soil,Tamil Nadu,RAMANATHAPURAM,Rabi,low,Gram
loam soil,Tamil Nadu,RAMANATHAPURAM,Rabi,low,Ragi
loam soil,Tamil Nadu,RAMANATHAPURAM,Rabi,low,Urad
loam soil,Tamil Nadu,RAMANATHAPURAM,Rabi,medium,Wheat
loam soil,Tamil Nadu,RAMANATHAPURAM,Rabi,medium,Jowar
loam soil,Tamil Nadu,RAMANATHAPURAM,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,high,Orange
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,high,Maize
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,low,Ragi
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,low,Urad
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,low,Guar seed
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,low,Gram
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,low,Tapioca
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,medium,Jowar
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,RAMANATHAPURAM,Whole Year,medium,Small millets
loam soil,Tamil Nadu,SALEM,Kharif,high,Maize
loam soil,Tamil Nadu,SALEM,Kharif,high,Korra
loam soil,Tamil Nadu,SALEM,Kharif,low,Tobacco
loam soil,Tamil Nadu,SALEM,Kharif,low,Ragi
loam soil,Tamil Nadu,SALEM,Kharif,low,Urad
loam soil,Tamil Nadu,SALEM,Kharif,low,Dry ginger
loam soil,Tamil Nadu,SALEM,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,SALEM,Kharif,medium,Small millets
loam soil,Tamil Nadu,SALEM,Kharif,medium,Jowar
loam soil,Tamil Nadu,SALEM,Kharif,medium,Mesta
loam soil,Tamil Nadu,SALEM,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,SALEM,Kharif,medium,Pulses total
loam soil,Tamil Nadu,SALEM,Kharif,medium,Soyabean
loam soil,Tamil Nadu,SALEM,Kharif,medium,Wheat
loam soil,Tamil Nadu,SALEM,Rabi,high,Rapeseed &Mustard
loam soil,Tamil Nadu,SALEM,Rabi,high,Maize
loam soil,Tamil Nadu,SALEM,Rabi,low,Gram
loam soil,Tamil Nadu,SALEM,Rabi,low,Ragi
loam soil,Tamil Nadu,SALEM,Rabi,low,Urad
loam soil,Tamil Nadu,SALEM,Rabi,medium,Wheat
loam soil,Tamil Nadu,SALEM,Rabi,medium,Jowar
loam soil,Tamil Nadu,SALEM,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,SALEM,Whole Year,high,Cardamom
loam soil,Tamil Nadu,SALEM,Whole Year,high,Maize
loam soil,Tamil Nadu,SALEM,Whole Year,high,Rapeseed &Mustard
loam soil,Tamil Nadu,SALEM,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,SALEM,Whole Year,high,Orange
loam soil,Tamil Nadu,SALEM,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,SALEM,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,SALEM,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,SALEM,Whole Year,high,Water Melon
loam soil,Tamil Nadu,SALEM,Whole Year,high,Carrot
loam soil,Tamil Nadu,SALEM,Whole Year,high,Grapes
loam soil,Tamil Nadu,SALEM,Whole Year,low,Gram
loam soil,Tamil Nadu,SALEM,Whole Year,low,Ragi
loam soil,Tamil Nadu,SALEM,Whole Year,low,Tapioca
loam soil,Tamil Nadu,SALEM,Whole Year,low,Tobacco
loam soil,Tamil Nadu,SALEM,Whole Year,low,Urad
loam soil,Tamil Nadu,SALEM,Whole Year,low,Guar seed
loam soil,Tamil Nadu,SALEM,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,SALEM,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,SALEM,Whole Year,low,Dry ginger
loam soil,Tamil Nadu,SALEM,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,SALEM,Whole Year,low,Pear
loam soil,Tamil Nadu,SALEM,Whole Year,low,Garlic
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Jowar
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Small millets
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,SALEM,Whole Year,medium,Yam
loam soil,Tamil Nadu,SIVAGANGA,Kharif,high,Maize
loam soil,Tamil Nadu,SIVAGANGA,Kharif,high,Korra
loam soil,Tamil Nadu,SIVAGANGA,Kharif,low,Ragi
loam soil,Tamil Nadu,SIVAGANGA,Kharif,low,Urad
loam soil,Tamil Nadu,SIVAGANGA,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,SIVAGANGA,Kharif,medium,Small millets
loam soil,Tamil Nadu,SIVAGANGA,Kharif,medium,Jowar
loam soil,Tamil Nadu,SIVAGANGA,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,SIVAGANGA,Kharif,medium,Pulses total
loam soil,Tamil Nadu,SIVAGANGA,Kharif,medium,Niger seed
loam soil,Tamil Nadu,SIVAGANGA,Rabi,high,Maize
loam soil,Tamil Nadu,SIVAGANGA,Rabi,low,Gram
loam soil,Tamil Nadu,SIVAGANGA,Rabi,low,Ragi
loam soil,Tamil Nadu,SIVAGANGA,Rabi,low,Urad
loam soil,Tamil Nadu,SIVAGANGA,Rabi,medium,Jowar
loam soil,Tamil Nadu,SIVAGANGA,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,high,Orange
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,high,Water Melon
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,high,Maize
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Ragi
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Tapioca
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Urad
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Tobacco
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Guar seed
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Garlic
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,low,Gram
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,medium,Jowar
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Tamil Nadu,SIVAGANGA,Whole Year,medium,Small millets
loam soil,Tamil Nadu,THANJAVUR,Kharif,high,Maize
loam soil,Tamil Nadu,THANJAVUR,Kharif,low,Ragi
loam soil,Tamil Nadu,THANJAVUR,Kharif,low,Urad
loam soil,Tamil Nadu,THANJAVUR,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,THANJAVUR,Kharif,low,Dry ginger
loam soil,Tamil Nadu,THANJAVUR,Kharif,medium,Small millets
loam soil,Tamil Nadu,THANJAVUR,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THANJAVUR,Kharif,medium,Pulses total
loam soil,Tamil Nadu,THANJAVUR,Kharif,medium,Jowar
loam soil,Tamil Nadu,THANJAVUR,Kharif,medium,Soyabean
loam soil,Tamil Nadu,THANJAVUR,Rabi,high,Maize
loam soil,Tamil Nadu,THANJAVUR,Rabi,low,Gram
loam soil,Tamil Nadu,THANJAVUR,Rabi,low,Urad
loam soil,Tamil Nadu,THANJAVUR,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THANJAVUR,Whole Year,high,Maize
loam soil,Tamil Nadu,THANJAVUR,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,THANJAVUR,Whole Year,high,Orange
loam soil,Tamil Nadu,THANJAVUR,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,THANJAVUR,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,THANJAVUR,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Dry ginger
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Ragi
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Tapioca
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Urad
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Guar seed
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,THANJAVUR,Whole Year,low,Gram
loam soil,Tamil Nadu,THANJAVUR,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THANJAVUR,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,THANJAVUR,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,THANJAVUR,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,THANJAVUR,Whole Year,medium,Yam
loam soil,Tamil Nadu,THANJAVUR,Whole Year,medium,Small millets
loam soil,Tamil Nadu,THANJAVUR,Whole Year,medium,Jowar
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,high,Korra
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,high,Maize
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,low,Dry ginger
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,low,Ragi
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,medium,Jowar
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,medium,Small millets
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THE NILGIRIS,Kharif,medium,Wheat
loam soil,Tamil Nadu,THE NILGIRIS,Rabi,medium,Wheat
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,high,Cardamom
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,high,Carrot
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,high,Orange
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Dry ginger
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Garlic
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Ragi
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Tapioca
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Guar seed
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Tobacco
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Pear
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,medium,Yam
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,medium,Small millets
loam soil,Tamil Nadu,THE NILGIRIS,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THENI,Kharif,high,Maize
loam soil,Tamil Nadu,THENI,Kharif,high,Korra
loam soil,Tamil Nadu,THENI,Kharif,low,Tobacco
loam soil,Tamil Nadu,THENI,Kharif,low,Ragi
loam soil,Tamil Nadu,THENI,Kharif,low,Urad
loam soil,Tamil Nadu,THENI,Kharif,low,Dry ginger
loam soil,Tamil Nadu,THENI,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,THENI,Kharif,medium,Small millets
loam soil,Tamil Nadu,THENI,Kharif,medium,Jowar
loam soil,Tamil Nadu,THENI,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THENI,Kharif,medium,Pulses total
loam soil,Tamil Nadu,THENI,Rabi,high,Maize
loam soil,Tamil Nadu,THENI,Rabi,low,Gram
loam soil,Tamil Nadu,THENI,Rabi,low,Ragi
loam soil,Tamil Nadu,THENI,Rabi,low,Urad
loam soil,Tamil Nadu,THENI,Rabi,medium,Jowar
loam soil,Tamil Nadu,THENI,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THENI,Whole Year,high,Cardamom
loam soil,Tamil Nadu,THENI,Whole Year,high,Maize
loam soil,Tamil Nadu,THENI,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,THENI,Whole Year,high,Grapes
loam soil,Tamil Nadu,THENI,Whole Year,high,Orange
loam soil,Tamil Nadu,THENI,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,THENI,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,THENI,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,THENI,Whole Year,high,Water Melon
loam soil,Tamil Nadu,THENI,Whole Year,low,Ragi
loam soil,Tamil Nadu,THENI,Whole Year,low,Tapioca
loam soil,Tamil Nadu,THENI,Whole Year,low,Tobacco
loam soil,Tamil Nadu,THENI,Whole Year,low,Urad
loam soil,Tamil Nadu,THENI,Whole Year,low,Guar seed
loam soil,Tamil Nadu,THENI,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,THENI,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,THENI,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,THENI,Whole Year,low,Gram
loam soil,Tamil Nadu,THENI,Whole Year,medium,Jowar
loam soil,Tamil Nadu,THENI,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THENI,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,THENI,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,THENI,Whole Year,medium,Beans & Mutter(Vegetable)
loam soil,Tamil Nadu,THENI,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,THENI,Whole Year,medium,Yam
loam soil,Tamil Nadu,THENI,Whole Year,medium,Small millets
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,high,Korra
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,high,Maize
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,low,Ragi
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,low,Urad
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,medium,Jowar
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,medium,Pulses total
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,medium,Small millets
loam soil,Tamil Nadu,THIRUVALLUR,Kharif,medium,Soyabean
loam soil,Tamil Nadu,THIRUVALLUR,Rabi,high,Maize
loam soil,Tamil Nadu,THIRUVALLUR,Rabi,low,Gram
loam soil,Tamil Nadu,THIRUVALLUR,Rabi,low,Ragi
loam soil,Tamil Nadu,THIRUVALLUR,Rabi,low,Urad
loam soil,Tamil Nadu,THIRUVALLUR,Rabi,medium,Jowar
loam soil,Tamil Nadu,THIRUVALLUR,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,high,Water Melon
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,high,Maize
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Ragi
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Tapioca
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Urad
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Guar seed
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Tobacco
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Gram
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,low,Garlic
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,medium,Jowar
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,THIRUVALLUR,Whole Year,medium,Yam
loam soil,Tamil Nadu,THIRUVARUR,Kharif,high,Maize
loam soil,Tamil Nadu,THIRUVARUR,Kharif,low,Tobacco
loam soil,Tamil Nadu,THIRUVARUR,Kharif,low,Urad
loam soil,Tamil Nadu,THIRUVARUR,Kharif,low,Ragi
loam soil,Tamil Nadu,THIRUVARUR,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,THIRUVARUR,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THIRUVARUR,Kharif,medium,Pulses total
loam soil,Tamil Nadu,THIRUVARUR,Kharif,medium,Small millets
loam soil,Tamil Nadu,THIRUVARUR,Rabi,high,Maize
loam soil,Tamil Nadu,THIRUVARUR,Rabi,low,Urad
loam soil,Tamil Nadu,THIRUVARUR,Rabi,medium,Jowar
loam soil,Tamil Nadu,THIRUVARUR,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,high,Maize
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,low,Tapioca
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,low,Urad
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,low,Guar seed
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,low,Tobacco
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,medium,Yam
loam soil,Tamil Nadu,THIRUVARUR,Whole Year,medium,Jowar
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,high,Maize
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,high,Korra
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,low,Ragi
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,low,Urad
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,medium,Small millets
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,medium,Jowar
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,medium,Mesta
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,medium,Pulses total
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Kharif,medium,Niger seed
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Rabi,high,Rapeseed &Mustard
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Rabi,high,Maize
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Rabi,low,Gram
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Rabi,low,Ragi
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Rabi,low,Urad
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Rabi,medium,Jowar
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Maize
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Grapes
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Orange
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Cardamom
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Water Melon
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,high,Rapeseed &Mustard
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Gram
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Ragi
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Tapioca
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Urad
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Guar seed
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Ash Gourd
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Drum Stick
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,low,Ribed Guard
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,medium,Jowar
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,medium,Pulses total
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,medium,Small millets
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,medium,Turmeric
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,medium,Snak Guard
loam soil,Tamil Nadu,TIRUCHIRAPPALLI,Whole Year,medium,Yam
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,high,Maize
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,high,Korra
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,low,Tobacco
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,low,Dry ginger
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,low,Ragi
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,low,Urad
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,low,Other Kharif pulses
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,medium,Small millets
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,medium,Jowar
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,medium,Pulses total
loam soil,Tamil Nadu,TIRUNELVELI,Kharif,medium,Soyabean
loam soil,Tamil Nadu,TIRUNELVELI,Rabi,high,Rapeseed &Mustard
loam soil,Tamil Nadu,TIRUNELVELI,Rabi,high,Maize
loam soil,Tamil Nadu,TIRUNELVELI,Rabi,low,Gram
loam soil,Tamil Nadu,TIRUNELVELI,Rabi,low,Ragi
loam soil,Tamil Nadu,TIRUNELVELI,Rabi,low,Urad
loam soil,Tamil Nadu,TIRUNELVELI,Rabi,medium,Jowar
loam soil,Tamil Nadu,TIRUNELVELI,Rabi,medium,Moong(Green Gram)
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Cardamom
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Maize
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Bitter Gourd
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Grapes
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Orange
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Other Citrus Fruit
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Pome Fruit
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Pome Granet
loam soil,Tamil Nadu,TIRUNELVELI,Whole Year,high,Water Melon
